eid,comment_star,comment,入门,高端,性价比,暴力,进攻,杀球,控制,头重,连贯,速度,中杆硬,中杆软,糖水,颜值,拉吊
17114,5,四百多的拍，真...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,漆水整体上手还是很高级的，不过中杆的8888有点杀马特。,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,可能只针对我这一只拍子的手感，我感觉比波力玄武软一些，我力量小，感觉打的很舒服。顺便说一下，没有很强的实力玄武一定要慎入。,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17114,5,整体感觉平衡拍...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,有两把，紫色用起来比蓝紫舒服，前几批卖断货款好用，后面产能上来了后手感不如前几批了，有点木。但还是性价比无敌...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,很舒服，是平衡拍但也可以打出一板还可以的进攻，拿来打拉吊更适合，中杆软硬适中，弹性也完全足够，无论正手高远还是被动球的处理或是网前的小动作都没问题，适合我这种低水平业余选手，整体漆水很好看，唯独888...,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
17114,4,中杆特别爽，感觉比一代爆发力强很多，可以算三大厂准高端了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,2,PS:个人感觉紫色的颜值还可以。...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,4,真的爽的飞起，斩3应该是现役最强波力了，打起来全面，平抽巨tm快，芜湖，起飞！...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17114,3,虚假的球友爱用高端yy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,真正的球友爱用波力高端,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,yy之下，只有波力,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,3,可以了幕后大佬，球拍真便宜...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,很火的一款波力拍，一拍难求2手价格比肩全新确实有他道理...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17114,3,怎么评论区都说轻啊，我还看到有人还想玩3u的，不会是我买盗版的了吧，我感觉挥起来蛮重的4u，拿着轻，挥着重。需要点发力技巧，挥速我感觉也不快啊 我突击不起来，。中杆偏硬，说实话用了一段这个球拍，拿了朋...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17114,3,这个拍子应该是这段时间最火的了吧，因为不是波力官方款而是客商定制款 超级多水军吹这把拍子，我也是多方渠道很美丽的价格买到了，拉的66n 2628磅 挥速很快触球就走，很适合双打网上，但是跟宣传的均衡进...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,第一次写评价，这个拍子用了两个多月了，说下感受，原来一直用进攻拍，从鬼斩到龙牙一，还有99p，90龙。本来想入手个糖水拍，看网评这个拍子挺好，就入了一把。第一次用就感觉真的太顺手了，手感就是特别Q弹，...,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17114,5,和我上一只波力1982-147相比，框型一致，手柄长了一点，中杆更细韧性更好更弹，因为细手柄加上我的手大，多上了一层手胶，平衡点更低了。。个人打起来和其他林李们点评的一致，平抽挡很好，点杀犀利，重杀差...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,漆水好看且硬，个人感觉十分平衡的拍子，各方面性能都有但不突出。4u单双都可以，双打挥速快、不怕撞拍，单打的话球下压感不强，打高远和拉吊比较好。...,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
17114,5,真的就是中端的价，近高端的体验。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,漆水挺好的，当双打拍用，磕了几十次了，顶多印子划痕，目前还没掉漆...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,4,目前没发现缺点，挥拍速度一绝，接杀利器...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17114,5,挥重有点轻，不像4U，平衡拍，拉吊很舒服，双打速度快...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17114,5,打感不输三大厂 甚至优于李宁 漆水好看 中杆弹 爆发力强 比100zz更容易鞭甩出形变 ...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,"给小朋友买的，4u打感舒服，去塑料膜，穿线66n 25磅，重84克，平衡点305,前场轻快，后场杀球连贯，漆水绝对好耐碰，最主要漂亮，希望国产良心坚持住，品质好...",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
17114,5,最近爆火的一款拍子，性价比超级高球，非常好控球。...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,第一把中端拍，从9500换到紫炎斩，穿的是vbs66n，竖25横27，中杆脆弹，好上手，网前的控制，各种小球很舒服，吊球得心应手，连贯很好，长柄一开始不太适应，波力的柄偏细...,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
17114,5,拍的上手难度不低，新手打会很难适应他的硬度和弹性，拉吊极其稳定，杀球迅猛，但很讲究发力，否则用这杆拍会有些杀不快...,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
17114,4,感受一下这个土味8888！其实挺好打的，挺平衡的，我这把去底电工胶打底，三层缓震膜，加手胶平衡点310，没有有些人说的平衡点过低的情况，但是依然没什么重头的感觉，杀球我技术不行，什么拍子都杀不好，就不...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,中杆偏硬适中，击球形变大，回弹快，力量反馈特别清晰，手感无敌，挥速快，灵活，控制有底气...,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
17114,5,打久了，很好用，我拉的bg65打起来很爽，杀球巨爽...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,好用，非常优秀...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,总体比较平衡的一个拍子，没有明显的头重感，比较适合拉吊，进攻不是特别强。...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17114,5,开始用起来可能会有些不易适应，可以喊球友喂球适应一下，完全接受他之后，杀球巨爽，很尖很快...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,5,除了杀球容易飘，我觉得没任何缺点，结合这个价位，就是满分...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17114,4,去底上缓震膜手胶整备质量84.9g，平衡点304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,平衡拍，中杆评分1-10(1最差，10最好)我打7分，形变量适中，弹性反馈很好，比之前打过的j20-010好特别多...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,比较适合双打，中杆弹，后场进攻差一点意思。漆水硬。,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17114,5,g5手柄和三大厂比起来感觉略细，像g6的，不知道是不是我个人原因，但我个人喜欢手柄细一点，多缠几层缓震膜。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,4,个人感觉这个拍相当不错首先先夸这个漆撞了几次拍依旧没事，然后这个拍感觉上手难度不高但不适合喜欢暴力扣杀的人，拉吊平抽档是真的得心应手如雨似水嘎嘎爽...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
17114,3,颜值高、手感好、性价比高。个人水平不同，使用起来的效果也会不同，我用起来最大的区别就是之前后场被动回不到位的球，用这拍我能回得到位了。...,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17114,5,上手我感觉有点难啊，打一场男双感觉技术都变菜了，但总体上讲还是非常不错的...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,5,看网上吹爆就入了一把，刚到手还没上场打过，但是已经感觉到波力的品控不行了，这个拍子可能是需求量太大，工厂降低了要求，摇晃起来有细微的颗粒声在t头附近，听起来好烦。剩下的等上场打几次再评价。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,1,不要买！不要买！新手根本打不来，中杆太硬动作不对会伤肩膀很不友好。,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20319,4,本人大概中羽2.5级吧，能掌握基本的高远球但不会杀球。这拍根本打不来，伤肩膀，我很好奇这拍是真的烂还是只有高手才能打！...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20319,4,用了三个月，杀球很爽，中杆反馈很好，有头重感，第一个月用的时候反手有点不太习惯，后面也能上手，是一个很不错的进攻拍...,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20319,4,试打了一下，中杆很弹，但是，这漆水真的不敢恭维，之前买了002，那个漆水质感做的还可以，这把的漆水真的太让我失望了...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20319,5,颜值高，喜欢紫色拍，头重感强...,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20319,5,挥拍头重感不错，击球感未知，刚到的。还没打。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,颜值没的说，喜欢，我拍的紫色，VBS66n，27-28磅，出球干脆，声音好听，后场进攻下压真舒服，适合中后场。控球，平抽速度不差，中杆有点小硬。个人使用一点感受。总体来说，适合我的手感，性价比不错。...,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
20319,5,嗯，才买使用，感受过一周发出来...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,太好用了。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,我不能理解为什么评论区这么多人都说这把拍又重又硬 只要你不提前把亮剑等速度拍的刻板印象代入 那么上手就不会感到意外 比起速度拍 我更愿意把它理解成一只破风框的单打进攻拍 因为长中杆的缘故 加上弹性好 ...,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
20319,5,挺好用的对得起450的价格...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,中前场封网不错，后场杀球也有威力。...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20319,5,非常好用，个人认为是波力目前用过最成功的产品...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,一把有力量 有负担的速度拍。,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20319,5,挥重比3u亮剑12略高，杀球比亮剑12下压感明显。中杆偏硬，弹性很好。貌似抗扭差点（拿手扭着对比的 哈哈）。总体比较满意。性价比可以...,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
20319,5,很好用，去底胶后，平衡点大概要310+了，头重感强，下压很舒服。控球也不错，中杆有点偏硬，对于我力量不足的，有点小吃力。哑光漆面，实物颜值耐看型的，越看越好看。上面那个花朵纹路。喜欢的...,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
20319,5,4u规格加L67线29-31磅 买来专攻双打替换平时双打中使用的战戟8000 给两只拍使用了相同的线和磅数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,砺箭挥速快 头重感更强 出球更快 体感上整体硬于战戟,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20319,5,杀球 得益于砺箭更偏头重且挥速更...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20319,5,这种酥脆爽弹的感觉真舒服啊，只要发力有一定基础，打起来那叫一个舒爽、脆弹，像极了当年nf700的感觉，而且下压给力，甜区也是加大的，容错率很高。好久没用破风框，有几次打框。平抽下压绝对顶级，小球吊球失...,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
20319,5,今天第一天打，还可以，高远轻松边线，平抽有力，网前也不错。,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20319,5,4u28磅，雷神65线...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,波力漆水做得真好，比某厂好多了。杀球嘎嘎爽。,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
20319,5,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,脆，头重，双打后场很好使，有一定连贯...,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
20319,5,有轻微的头重感，中杆硬弹干脆，短手柄不是很习惯，限量款第八只藏青色，4ug5，网前需要的技术更多，单双皆宜，没啥缺点，颜值也高！SKY哥购...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20319,5,拍-波力乌缺砺箭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,长文，可以翻到最后看省流版的总结,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,5,参数：,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,头重感明显，平衡点高，杀球嘎嘎猛...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16940,5,打了一周，拍子非常好用，易上手，嘎嘎爽。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,4,入手3U，26磅70线，未去底直接上手胶，99克，平衡点300。入手后打了好几次，总结一下感受。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,4,首先，我觉得杆适中，并不是很硬的杆，起码感官上比斩鬼刀3要软一点，有可能是因为中杆长...,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16940,5,4U去底使用，总体来说还行，重杀合适，但是也只适合重杀了。其他的防守，劈吊，平抽，点杀，放网都比不上平衡拍...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
16940,5,很惊艳波力还有一把这样的拍，被漆水吸引来的，今天刚刚拉线实战，26磅63线，较大的挥重以及高平衡点注定是一把暴力进攻拍。本人中羽5级半，之前一直在打100zz，换到这把拍确实还需要适应，拍框比100z...,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
16940,5,思考了比较久，入了一把3U的002，刚开始就去底并且缠上毛巾胶，但是一直打杆，可能因为生病好久没打。第二次再试，竟然出奇的好打，杀球有力，吊球也有速度，出球让我感觉很稳当。目前拉了28磅的vbs66n...,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
16940,5,颜值无敌，漆水爆炸，3uG5 vbs70线26磅，这3u比我任何一把拍都重，体力消耗大，非猛男慎入，杀球就不必多说了，305的平衡点会告诉你答案。...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
16940,5,漆水硬，波力的漆水质量确实比三大厂的好不少,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16940,5,缺点是手柄太细，另外对发力和体力要求高...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,4ug5规格，拍框小，没打过小拍框需要磨合，甜区小，但聚力感强，后场进攻重且尖，我个人习惯霸王杀，刚刚上手这个拍有点懵，进攻迅猛但是一开始下网率略高，网前勾球出奇的好，平推速度快，推底线速度快，但是被...,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16940,5,漆水很惊艳，确实可以和李宁掰手腕了。中杆硬弹，爆发力十足，确实打中甜区很爽，但是也很容易打框，总的来说还是比较吃手感的。总的来说是好拍，一把督促你进步的拍子。...,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16940,5,26磅65ti打感清脆，需要一定力量，小拍框容错率低，上手需要一定时间适应，杀球给力，反馈很足，很推荐上手，波力作为当今二线品牌前列，其产品力值得肯定，希望命名再做的好一些，这样销售量会更多。...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16940,5,手感舒服，声音清楚，适合进攻...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16940,5,很不错，个人感觉重杀差点意思，好上手，漆水硬...,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
16940,5,漆水有红厂那味了，颜值骚气。整体像二姐夫，没那么极端但也是杠硬有头重感的暴力进攻拍，击球扎实有力甜区有聚力感。,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
16940,5,需要一定的技术和身体素质还有充沛的体力才能驾驭这支拍...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,4,野球学生党，发力不够标准，但是小拍框还是能适应的，买的4u，挥速在这一类的拍子内已经算很快了，聚力感很明显哇！尤其是打到甜区！所以重杀很顶，点杀需要一个好的发力链，菜狗本人有时候也能打出来，本人小球最...,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
16940,5,小拍框进攻拍，中杆较硬杀球拉吊都可以...,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
16940,5,这款拍子单打太带劲了。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,漆水耐看，我想买一把比我的5U80重一点，中杆硬一点的拍子所以选了这款，还没穿线使用，用过在追评...,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16940,5,打中甜区很爽，其他区域接球很木，性价比挺高...,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16940,5,经典小拍面，是英菲尼迪升级版，喜欢打单进攻的可以入手。...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16940,5,xb68 27lbs，4结,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,zf2同款拍框，仅次于zsp相当逆天的小甜区带来了这把拍不俗的表现。网压相当高，同磅数同线材的状况下这把拍相较于大拍框拍明显较难驱动，不过适应过后就是非常突出的优点，能直...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,80断了过后选用的二线品牌，漆水很好看，很有质感，上手第一感觉就是很轻，个人感觉比4u80还轻，然后就是手柄，选的型号是4uG5，但是就是比我其余的G5细一些，不知道是发错了还是本来就细一些，到了就去...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16940,5,朋友介绍买了一支，确实好打，就是手柄太细了，大手刚开始用着别扭。多缠了一层手胶，杀球扎实，后场杀球很猛，玫红色搭配，外观也漂亮...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
16940,5,杀球暴力，防守到位，颜值超高，很喜欢...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
16940,5,4u的手柄要比别的牌子的拍细，挥了两下感觉挺重的。头重感很强烈，杀球利器，被动反手很难受，4u5感觉像是其他牌子的3u6 挺难上手的...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16940,5,杀球比斩鬼刀3要好用，小拍框确实需要适应一下...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16940,5,颜值高，暴力粉，挥拍轻松。找人对打下再补充一下...,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
16940,4,打起来有点硬...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16940,5,打感好，整体非常紧凑，看漆水是那种很低调的有质感，但是很易受损，拉的是胜利66n，27磅，中杆很难打出形变，框很硬。说是对标大姐夫，我恰好有一只但在老家，以我仅存的记忆好像是有区别，大姐夫拉的是高弹线...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16940,5,波力最好的进攻拍，没有之一，荣耀002，4u，配80线，27磅，打感扎实，挥速快，杀球超爽。...,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
16940,5,小拍框，头重感适中，中杆比较细软硬适中，杀球舒适。这支拍子抗扭不错，拉的80线，发力精准且极为透彻...,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
16940,5,扣杀嘎嘎爽，小球不好控制...,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
16940,4,初上手中杆硬，头重感强，小拍框容易打框，挥重逆天，3u打到后期需要大臂借力，打完肩膀会酸。漆水贼硬，撞墙给墙卡掉皮了没掉漆（某厂能不能去波力学学漆水）。中后场杀球很爽，高远也没什么问题。最后吐槽一下波...,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
16940,4,打中甜区很舒服，打不中很难受，上手难度挺高的，小拍框个人实力有限难接杀...,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16940,5,整了个二手玩玩，出球瞬间爆炸的感觉很爽...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,漆水好颜值高...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16940,5,波力被埋没的一支好拍，不知道为什么评价这么少，应该是波力最好打的一支球拍，没有之一，个人感觉，应该用的是波力英菲尼迪框型，平衡305，中管调配的非常好，聚力感强，杀球精准，球感清晰，击球声音特别好听，...,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
16940,4,真硬啊，不过漆水好看，挥拍快，控制强，就是小拍框需要适应，聚力没有想象中的那么好...,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
16940,4,小拍框不适合新手但聚力感很好，如果有一定发力基础的话推荐，中杆偏硬，抗扭性能比较好，但我个人感觉平抽挡马马虎虎...,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16940,5,刚刚到货，这真漂亮，还没上手上手了再回来评价...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,荣耀002，消光漆，颜值很漂亮，头重感强，杀球精准，落点精准，应该是波力天花板了。...,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
16940,5,建议猛男直接入...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,3,很好很好很好很好很好很好...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,4,拍是好拍，奈何我目前力量不够，技术不到位，打不动，对发力有一定要求...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16940,5,刚打第一天就感觉找到适合自己的拍子，打感和100zz差不多 喜欢中杆硬，不卸力得拍子。...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16940,5,超级好，就是4u太轻了，建议买3u，漆水质感爆炸，但有些小瑕疵，图二那条横纹都是歪的。但性价比巨高，超级喜欢...,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16940,5,很得劲，好上手，名不虚传，圈粉波力...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,66n线27磅，杀球很有力量感，下压容易，高远轻松，有点震手...,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
16940,5,这个价格，还要啥自行车，冲就完事了,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,好打...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,硬，进攻拍，性价比高，新手误入甜区小...,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
16940,5,太牛了这个拍子，聚力感特别强。每一拍的发力都很舒服，特别是打到甜区的时候就感觉太到位了。头重感很到位，杀球很暴力，很值得购买。...,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
16940,5,断点了 我家是离速特专营(老板店)较近的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,1,老板人特别好 我这个拍子断点之后果断给我换了新拍 售后服务也是非常好的 希望老板家店永远的做下去 生意兴隆！...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,4,拍框小，很适合进攻，聚力感强，易上手。上手第一次打就觉得无敌好用，没有那种需要适应一段时间的不适感，真的爱了。重点是超好看，而且不易撞拍，撞同款的意思。,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16940,5,追加：前几天跟风刃500撞了，风惨断，这把就...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,头重，对于力量好的人来说杀球很舒服，但感觉中杆有点木，感觉挺像李宁新出的锋影的，颜值很高漆水好，中端里面不错的选择...,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
16940,5,这把拍子大家都拉什么线 现在拉80线已经快断了 66n就不了 可能是我菜 总感觉力量透不出去...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16940,4,没有像网上说的那样很难上手，头重感适中，拍子整体拿起来就很有利 扎实 出球利落 在小拍框的加持下 出球的感觉更扎实 整体适合进阶选手 喜欢暴力进攻方面可以入手 不知道是不是质量问题 拉的28高神65 ...,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16940,5,谁说这拍硬的？这拍太棒了。打击感真数一数二了。4u 80线27-28，杀球嘎嘎爽脆...,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
16940,5,杀球精，声音好听，有一种不一样的感觉相对于三大厂高端拍...,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
16940,1,漆水品控不行，有瑕疵，漆水不平整。都说对标二姐夫，打感相似度不高。头重感明显，适合短发力纯进攻，中杆硬，回弹差，平抽挡不好借力，打感偏震手，评分9.7虚高，水军刷评分多，毕竟中羽是波力的天下，产品评分...,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16940,3,3u的感觉有8成二姐夫的感觉。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,3,但是中杆有点怪怪的，不够弹。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,4,去底后杀球的确爽，但是连贯一般般。,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
16940,5,我长期打3u的zsp，打这个感觉一般般。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,这价位也行吧，我看看后期开杆后啥情况，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,然后新手、...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,拉26磅尤尼65钛，打了5场球，我就感觉到小拍框是真的不好打，易打框，很少能打到甜区 出球质量下降了很多，被动球更是难受的很。换上我的雷霆50 4UG5 (拉28磅尤尼65钛)那感觉完全不一样，杀球和...,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
16940,4,有点打不动 头重...,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16940,5,球拍刚到  还没打球  挥了两下  感觉好重...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,3,4Ug5，自重挥重都还行，中杆适中偏硬，而且加长了中杆降低了使用难度，但是需要重新找一下甜区中心，打不到甜区非常震手而且打不上力，打到甜区的小拍框爆发感还是很足的。,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16940,5,但是，限制更换护线管是真真沙贝，...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,"磨砂漆质感。比以往的乌缺工艺好看多了 商品品质:中杆很硬弹。是细中杆。小拍框。刚上手两天有些不适应。对发力和击球点要求高些。不然发挥不出来这只进攻拍的威力。需要一定的球技。新手感觉不友好。""...",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16940,5,颜值很高，表面是磨砂材质。还没有实现，中杆软硬适中，没有进攻拍明显的挥重感，待实战检验。...,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16940,5,当进阶拍用真香...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,杀球杀到点上真的很爽...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16940,5,中杆适中，漆水很抗造，聚力感强，正中甜区效果炸裂...,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16940,5,喜欢，刚打可能有点不适应，打了一会儿，越打越爽，也没有说出现手腕疼的情况。...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,需要使用者有点发力技巧...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16940,5,拿到手首先就是这个漆水非常的烧 太符合我的审美了 简单挥了两下 头重感明显 中杆回弹不错 期待实战...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16940,5,这个颜色太炫酷了诶，漆水哑光，超爱漆水哑光的球拍，手柄和中杆很细，适合我这种手比较小。平衡点比较高，适合杀球。框型有点糖水，容错高。性价比高，很爱了。...,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
16940,5,中杆硬弹。控制拉吊都很不错。适合进攻单打暴力猛男...,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
16940,5,作为第一支入手的3u球拍，可以明显的感受到杀球时的沉重的打击感 漆水也做的比较好 值得一试的球拍...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
16940,5,杀球真的爽，爆爽...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16940,5,新手的第一支纯进攻拍，配上80P线25-26爽爆了，感觉这拍子就是适合硬弹线，哑光的漆水质感也很好。...,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
